angDist,_RAJ2000,_DEJ2000,KIC,Teff,log(g),Mass,Prot,e_Prot,n_Prot,Rper,LPH,w,Ref,_RA,_DE,ra_ep2000,dec_ep2000,errHalfMaj,errHalfMin,errPosAng,ra,dec,hip,tycho2_id,solution_id,source_id,random_index,ref_epoch,ra_error,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_good_obs_ac,astrometric_n_bad_obs_al,astrometric_n_bad_obs_ac,astrometric_delta_q,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,astrometric_relegation_factor,astrometric_weight_al,astrometric_weight_ac,astrometric_priors_used,matched_observations,duplicated_source,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_variable_flag,l,b,ecl_lon,ecl_lat
0.089378,293.46991,47.04572,10079226,5843,4.39,1.0601,15.694,0.165,,534.42,0.343,0.2677,0,293.46991,47.04572,293.4698969870,47.0456968104,0.020,0.012,90,293.4698857476,47.0455026100,,3560-2509-1,1635378410781933568,2128409045404259328,567108,2015.0,0.161,0.250,6.67,0.31,-1.838,1.359,-46.608,0.795,0.227,0.195,-0.354,-0.110,0.723,-0.585,-0.371,-0.804,-0.012,-0.265,88,88,87,87,1,1,,0.47,3.359e+02,1,4.71,3.919,2.384e-05,5,14,0,0.428,0.118,0.321,0.125,-104.59907000,55.37530000,36.40514800,-7.44701530,111,1.69971e+06,3.04350e+03,9.949,NOT_AVAILABLE,79.5453148979,12.8304155099,313.8672310933,66.9448758124
0.094774,293.56528,47.09362,10079481,5887,4.34,1.073,19.909,0.168,,1122.06,0.612,0.3871,0,293.56528,47.09362,293.5652705150,47.0935944782,0.020,0.013,90,293.5651692202,47.0934920464,,3560-2321-1,1635378410781933568,2128222918702581760,1070065,2015.0,0.181,0.279,2.26,0.35,-16.551,1.327,-24.584,0.877,0.499,0.636,-0.680,-0.231,0.585,-0.563,-0.595,-0.901,-0.057,-0.021,87,87,87,80,0,7,,0.52,1.610e+02,1,5.15,3.590,2.906e-05,5,14,0,0.372,0.236,0.230,0.068,-123.99728400,80.78482000,44.76137000,30.14734600,114,2.95188e+05,7.43134e+01,11.850,NOT_AVAILABLE,79.6188830381,12.7934197997,314.0684756438,66.9624303819
0.047997,294.50085,47.03929,10081993,4940,3.86,0.8187,7.012,0.078,,49674.09,1.605,0.7723,0,294.50085,47.03929,294.5008684790,47.0392856224,0.017,0.011,90,294.5009649030,47.0393907125,,3560-2169-1,1635378410781933568,2128535695401652352,846324,2015.0,0.165,0.246,7.14,0.31,15.771,1.136,25.222,0.702,0.343,0.305,-0.544,-0.098,0.693,-0.595,-0.488,-0.835,-0.081,-0.153,99,99,99,89,0,10,,0.47,1.271e+02,1,4.66,4.462,3.392e-05,5,15,0,0.161,0.131,0.303,0.139,-95.17504000,64.10428000,42.51417500,11.15309800,122,3.22209e+05,7.81765e+02,11.754,NOT_AVAILABLE,79.8614656451,12.1991708226,315.4872463097,66.6509256852
0.117049,294.96948,47.07269,10083309,5823,4.2,1.0543,16.282,0.301,,840.72,0.619,0.4385,0,294.96948,47.07269,294.9694992450,47.0727197546,0.018,0.013,-0,294.9695716662,47.0728119295,,3560-2948-1,1635378410781933568,2128550298290456192,688779,2015.0,0.189,0.355,1.91,0.24,11.838,0.896,22.122,1.230,-0.521,-0.099,-0.665,0.571,0.633,0.098,-0.913,-0.512,-0.461,-0.314,88,88,88,84,0,4,,0.26,8.933e+01,1,2.71,13.783,3.120e-05,5,14,0,0.406,0.343,0.146,0.048,-162.21004000,60.32299400,-7.51362900,-32.01057400,104,4.35264e+05,5.22837e+02,11.428,NOT_AVAILABLE,80.0403686441,11.9300400290,316.2523639432,66.5474793946
0.077255,296.45776,47.04569,10087717,5910,4.47,1.0798,11.091,0.719,,452.67,0.49,0.3483,0,296.45776,47.04569,296.4577823020,47.0457051516,0.022,0.015,90,296.4578648415,47.0456988602,,3561-1037-1,1635378410781933568,2080538370716137600,947860,2015.0,0.212,0.326,2.06,0.40,13.498,1.482,-1.510,1.001,0.497,0.579,-0.690,-0.236,0.646,-0.640,-0.431,-0.878,-0.150,0.090,104,104,103,95,1,9,,0.75,2.362e+02,1,7.31,1.748,3.080e-05,5,17,0,0.294,0.350,0.086,0.240,-90.03964000,89.78274000,31.42014500,17.10326400,129,3.10648e+05,2.19489e+02,11.794,NOT_AVAILABLE,80.4968106402,11.0197750746,318.5028568353,66.0873708975
0.083768,297.25623,47.09711,10090373,5816,3.83,1.0523,7.888,0.053,,9678.84,1.171,0.6712,0,297.25623,47.09711,297.2562556560,47.0970946249,0.019,0.013,90,297.2562263046,47.0970452334,,3561-1243-1,1635378410781933568,2086367328529865344,5542,2015.0,0.194,0.277,2.89,0.35,-4.795,1.280,-11.854,0.857,0.550,0.526,-0.673,-0.283,0.628,-0.649,-0.453,-0.875,-0.115,0.084,96,96,96,87,0,9,,0.59,1.013e+02,1,5.80,2.804,1.899e-05,5,15,0,0.236,0.310,0.131,0.360,-78.64717000,-82.19666000,48.50911300,17.07298000,104,1.76480e+05,6.60147e+01,12.408,NOT_AVAILABLE,80.8065913853,10.5662299217,319.7575837459,65.8932923753
0.054997,298.68927,47.04723,10095411,6219,4.32,1.1769,35.372,0.134,,560.76,0.712,0.3592,0,298.68927,47.04723,298.6892833430,47.0472177232,0.026,0.019,90,298.6892516636,47.0471802484,,3562-1891-1,1635378410781933568,2085570251321943424,1607200,2015.0,0.270,0.357,1.78,0.44,-5.181,1.766,-8.994,1.272,0.310,0.300,-0.552,-0.209,0.579,-0.543,-0.528,-0.805,-0.182,0.005,87,87,87,77,0,10,,0.87,3.443e+02,1,8.48,1.295,2.835e-05,5,13,0,0.313,0.216,0.033,0.227,-99.36790500,69.51126000,39.45004300,22.86657100,103,2.94120e+05,9.08210e+01,11.853,NOT_AVAILABLE,81.2462762000,9.6900465931,321.8139565509,65.4071730937
0.106775,299.12256,47.04399,10097040,6089,4.47,1.1347,9.152,0.372,,344.63,0.397,0.3108,0,299.12256,47.04399,299.1226012110,47.0439995428,0.022,0.017,90,299.1225657486,47.0440018071,,3562-1942-1,1635378410781933568,2085613544592922496,1108988,2015.0,0.186,0.287,3.88,0.38,-5.800,1.489,0.543,1.127,0.631,0.647,-0.707,-0.112,0.835,-0.744,-0.204,-0.837,-0.005,0.256,65,65,63,63,2,2,,0.44,2.310e+02,1,4.36,4.912,2.484e-05,5,10,0,0.332,0.277,0.204,0.527,-92.41165000,-63.93357000,42.01127000,8.45564650,79,6.86149e+05,2.71004e+03,10.934,NOT_AVAILABLE,81.3924990148,9.4323618194,322.4384679684,65.2682953225
0.080237,299.2327,47.04868,10097397,6393,3.9,1.237,1.586,0.009,,998.59,0.732,0.4898,0,299.2327,47.04868,299.2327325720,47.0486779538,0.021,0.012,90,299.2327746273,47.0487593133,,3562-2070-1,1635378410781933568,2085610727094375808,1319729,2015.0,0.135,0.213,3.88,0.27,6.877,1.370,19.526,0.797,0.626,0.675,-0.723,-0.524,0.786,-0.794,-0.683,-0.917,-0.478,0.484,107,107,105,106,2,1,,0.30,1.638e+02,1,3.11,9.611,2.671e-05,5,17,0,0.508,0.161,0.024,0.210,-109.84355000,85.83956000,44.62856300,15.51134200,135,9.49958e+05,4.75985e+02,10.581,NOT_AVAILABLE,81.4347681036,9.3697264629,322.6027174494,65.2377224896
0.083593,280.65189,47.13818,10118250,6287,4.14,1.1999,10.353,0.064,,508.19,0.4,0.2796,0,280.65189,47.13818,280.6519226450,47.1381867870,0.039,0.026,90,280.6519389280,47.1382321322,,3531-74-1,1635378410781933568,2119383326250932224,1652846,2015.0,0.348,0.580,1.55,0.70,2.658,2.632,10.883,1.755,0.189,0.286,-0.467,-0.171,0.729,-0.616,-0.667,-0.822,-0.470,0.229,80,80,80,73,0,7,,1.30,6.575e+02,1,12.63,0.591,2.645e-05,5,14,0,0.290,0.232,0.149,0.116,-117.02126000,56.68041200,-5.49021000,38.02575300,107,2.69502e+05,1.29841e+02,11.948,NOT_AVAILABLE,76.2260462970,20.9500704943,291.3433046736,69.7894812582
0.096859,282.10532,47.11061,10120379,6281,4.17,1.1978,8.947,0.239,,957.37,0.444,0.326,0,282.10532,47.11061,282.1053286140,47.1105837411,0.022,0.016,90,282.1053861175,47.1105357603,,3544-1284-1,1635378410781933568,2119535471172252672,1846447,2015.0,0.328,0.382,2.44,0.47,9.393,1.450,-11.515,1.086,-0.305,-0.364,-0.417,0.405,0.800,-0.369,-0.799,-0.533,-0.606,-0.039,81,81,81,72,0,9,,0.67,2.158e+02,1,6.60,2.162,2.819e-05,5,14,0,0.084,0.213,0.203,0.144,155.84798000,26.05312000,19.64062900,-36.71100600,103,2.65704e+05,1.12074e+02,11.964,NOT_AVAILABLE,76.5285727658,20.0022210461,294.0977509403,69.5391819321
0.063587,282.26892,47.17152,10120683,5940,4.02,1.0888,25.049,0.067,,837.89,0.571,0.3248,0,282.26892,47.17152,282.2689266140,47.1715029187,0.021,0.017,90,282.2688974806,47.1714528190,,3544-1215-1,1635378410781933568,2119547806318324992,2028120,2015.0,0.232,0.319,1.77,0.39,-4.753,1.380,-12.024,1.103,0.170,0.017,-0.430,-0.144,0.650,-0.587,-0.663,-0.741,-0.491,0.279,108,108,108,99,0,9,,0.81,3.607e+02,1,7.92,1.503,2.530e-05,5,17,0,0.208,0.156,0.175,0.150,-95.14570000,72.72675000,-14.92985600,3.49523700,134,2.37482e+05,9.76746e+01,12.086,NOT_AVAILABLE,76.6280162238,19.9165237385,294.4487451853,69.5715748878
0.117995,282.69781,47.18427,10121374,6346,3.9,1.2203,4.436,0.058,,1865.86,0.672,0.4871,0,282.69781,47.18427,282.6978556970,47.1842804741,0.018,0.015,90,282.6978708520,47.1843015979,,3544-534-1,1635378410781933568,2107540520866694912,759872,2015.0,0.174,0.291,3.40,0.33,2.472,1.170,5.070,1.015,0.203,0.297,-0.575,-0.125,0.734,-0.594,-0.730,-0.827,-0.465,0.319,93,93,91,85,2,8,,0.52,3.227e+02,1,5.16,3.600,3.667e-05,5,14,0,0.294,0.177,0.123,0.076,-156.95450000,79.28908000,-9.81541700,-15.54016600,109,5.19528e+05,7.65673e+02,11.236,NOT_AVAILABLE,76.7415827246,19.6449252269,295.2663945594,69.5122994230
0.037820,283.55508,47.14794,10122937,5838,4.37,1.0587,6.324,0.01,,11834.92,1.153,0.6497,0,283.55508,47.14794,283.5550941800,47.1479358331,0.015,0.015,90,283.5551240689,47.1480469800,,3544-1122-1,1635378410781933568,2107572406703934976,772319,2015.0,0.131,0.221,4.86,0.26,4.879,1.018,26.675,1.000,0.435,0.316,-0.546,-0.370,0.748,-0.724,-0.640,-0.846,-0.452,0.511,106,106,106,103,0,3,,0.34,1.769e+02,1,3.44,8.107,3.227e-05,5,14,0,0.249,0.270,0.040,0.323,-105.07092000,-68.56470000,8.87837800,-3.65226000,124,5.85678e+05,5.02549e+02,11.106,NOT_AVAILABLE,76.9103210890,19.0830950254,296.8422834751,69.3274852206
0.052840,293.75464,47.19394,10146119,6151,4.19,1.1546,2.99,0.006,,6036.07,1.179,0.6664,0,293.75464,47.19394,293.7546446850,47.1939256715,0.020,0.010,90,293.7546509903,47.1938353569,,3560-1979-1,1635378410781933568,2128230202967112064,998152,2015.0,0.131,0.216,4.45,0.28,1.028,1.357,-21.676,0.651,0.293,0.338,-0.461,-0.028,0.840,-0.720,-0.189,-0.837,-0.013,-0.295,97,97,97,95,0,2,,0.35,2.528e+02,1,3.57,7.005,2.607e-05,5,17,0,0.398,0.111,0.245,0.188,-90.28046000,35.98042700,28.51211200,-6.93045470,120,1.01831e+06,6.35493e+02,10.505,NOT_AVAILABLE,79.7696863431,12.7223860597,314.4741164132,67.0014176806
0.093242,294.28592,47.10877,10147635,5883,3.76,1.0718,20.742,0.484,,621.97,0.719,0.4317,0,294.28592,47.10877,294.2859188420,47.1087441114,0.012,0.009,90,294.2858887380,47.1086781228,,3560-2117-1,1635378410781933568,2128586650893646464,172194,2015.0,0.130,0.188,2.20,0.22,-4.917,0.809,-15.837,0.588,0.199,0.192,-0.507,-0.070,0.528,-0.443,-0.573,-0.775,-0.121,-0.155,97,97,97,97,0,0,,0.17,5.152e+01,1,1.92,26.397,2.891e-05,5,15,0,0.247,0.277,0.129,0.194,-92.72510500,63.58889800,38.60366400,27.15921200,112,9.66072e+05,5.74847e+02,10.562,NOT_AVAILABLE,79.8571133844,12.3611538572,315.2230664969,66.7748160933
0.036857,296.74017,47.13602,10155219,6092,4.33,1.1357,6.159,0.035,,338.49,0.598,0.413,0,296.74017,47.13602,296.7401607210,47.1360119394,0.016,0.011,90,296.7401282124,47.1360215097,,3561-1181-1,1635378410781933568,2080372653696249344,1935810,2015.0,0.159,0.210,3.56,0.27,-5.307,1.081,2.297,0.724,0.460,0.422,-0.612,-0.308,0.694,-0.669,-0.528,-0.849,-0.254,0.195,121,121,117,113,4,8,,0.43,3.717e+02,1,4.29,5.168,3.563e-05,5,17,1,0.244,0.109,0.040,0.332,-98.25758000,-76.84452000,46.98777000,11.84586800,136,6.14459e+05,1.06445e+03,11.054,NOT_AVAILABLE,80.6705880060,10.8933555294,319.0266211800,66.0840748998
0.083790,297.73828,47.11589,10158798,6494,4.31,1.274,7.472,0.099,,579.24,0.49,0.3262,0,297.73828,47.11589,297.7383107560,47.1158798187,0.023,0.018,90,297.7383360122,47.1158953272,,3561-1031-1,1635378410781933568,2086320771084375296,1969277,2015.0,0.260,0.378,1.16,0.43,4.125,1.540,3.722,1.192,0.157,0.296,-0.612,-0.012,0.590,-0.450,-0.593,-0.782,-0.226,-0.054,116,116,116,106,0,10,,0.95,1.125e+02,1,9.30,1.082,2.654e-05,5,18,0,0.191,0.337,0.077,0.146,-103.11784000,70.11560000,11.78113650,26.19381000,133,2.01641e+05,5.34867e+01,12.263,NOT_AVAILABLE,80.9845632192,10.2880287161,320.4944834055,65.7629632890
0.030686,298.21725,47.17449,10160534,5423,4.44,0.9442,9.939,0.015,,17414.36,1.122,0.6301,0,298.21725,47.17449,298.2172592990,47.1744842818,0.014,0.009,90,298.2174138888,47.1744746169,,3562-1555-1,1635378410781933568,2086330838492900864,184148,2015.0,0.158,0.183,13.15,0.26,25.220,0.914,-2.320,0.598,0.244,0.466,-0.668,-0.096,0.850,-0.617,-0.490,-0.768,-0.436,-0.009,80,80,79,80,1,0,,0.22,2.907e+01,1,2.32,18.070,1.909e-05,5,12,0,0.061,0.429,0.317,0.188,4.92102960,39.43922400,3.73842120,-19.42484000,97,1.74367e+06,3.03648e+03,9.921,NOT_AVAILABLE,81.1980369083,10.0321949913,321.2651401602,65.6673197360
0.014171,298.25516,47.11457,10160679,5902,4.53,1.0775,6.298,0.467,,10809.84,1.029,0.6019,0,298.25516,47.11457,298.2551624770,47.1145735573,0.021,0.014,90,298.2551634309,47.1146004224,,3562-2092-1,1635378410781933568,2086330082578657408,368296,2015.0,0.163,0.264,3.07,0.33,0.156,1.422,6.448,0.936,0.155,0.266,-0.620,-0.061,0.885,-0.673,-0.719,-0.804,-0.596,0.415,87,87,84,85,3,2,,0.38,2.334e+02,1,3.79,6.538,3.164e-05,5,15,0,0.352,0.075,0.205,0.407,-114.71405000,43.83956500,8.81910900,0.88078860,104,6.58050e+05,1.13421e+03,10.979,NOT_AVAILABLE,81.1578485573,9.9804474908,321.2543190902,65.6023257708
0.038975,298.70764,47.11614,10162375,6456,4.29,1.2599,8.07,0.187,,1309.16,0.844,0.5002,0,298.70764,47.11614,298.7076507460,47.1161320167,0.017,0.012,90,298.7076575942,47.1161236875,,3562-2081-1,1635378410781933568,2085571110315400832,265895,2015.0,0.158,0.225,2.31,0.27,1.119,1.111,-1.999,0.779,0.263,0.376,-0.554,-0.101,0.608,-0.522,-0.434,-0.803,-0.093,-0.194,106,106,105,100,1,6,,0.42,2.179e+02,1,4.21,5.337,2.804e-05,5,15,0,0.271,0.331,0.095,0.141,-94.16125500,63.27744000,30.27258500,35.05819300,122,4.00619e+05,1.97317e+02,11.518,NOT_AVAILABLE,81.3133309783,9.7133196497,321.9169318001,65.4626495158
0.068405,298.72574,47.14528,10162436,6095,4.18,1.1366,12.331,0.327,,316.89,0.327,0.2505,0,298.72574,47.14528,298.7257544210,47.1452637258,0.001,0.001,90,298.7258735256,47.1451542110,97992,,1635378410781933568,2085664981121252096,515315,2015.0,0.200,0.245,7.25,0.25,19.442,0.062,-26.284,0.056,-0.423,-0.351,0.118,-0.073,0.484,-0.085,0.145,-0.088,0.060,-0.109,73,73,71,73,2,0,0.27,0.46,1.651e+02,1,4.61,4.364,1.898e-05,3,12,0,0.445,0.353,0.239,0.107,-98.37517500,54.29627600,23.70376000,-14.89093700,90,6.57935e+06,3.08456e+03,8.479,NOT_AVAILABLE,81.3451437638,9.7169417783,321.9756292233,65.4827146182
0.103737,299.01541,47.10012,10163509,5559,4.8,0.9806,46.272,0.349,,594.47,0.895,0.44,0,299.01541,47.10012,299.0154520820,47.1001168763,0.024,0.011,90,299.0155359475,47.1002545134,,3562-1987-1,1635378410781933568,2085661510787681024,1389560,2015.0,0.145,0.232,5.16,0.32,13.701,1.606,33.033,0.741,0.539,0.635,-0.557,-0.218,0.811,-0.808,-0.039,-0.905,0.111,-0.273,80,80,80,78,0,2,,0.35,2.219e+02,1,3.57,7.244,3.575e-05,5,13,0,0.489,0.201,0.216,0.077,-84.84337600,69.72179000,40.59538000,32.95397000,104,6.11535e+05,9.49408e+02,11.059,NOT_AVAILABLE,81.4050133850,9.5236074367,322.3460667833,65.3518921554
0.026841,299.41043,47.19699,10164867,6469,3.75,1.2647,3.974,1.036,,753.46,0.295,0.2618,0,299.41043,47.19699,299.4104332300,47.1969828744,0.029,0.015,90,299.4105223719,47.1970206679,,3562-2064-1,1635378410781933568,2085618492395237632,79695,2015.0,0.137,0.316,1.98,0.33,14.537,1.935,9.070,1.033,0.651,0.708,-0.764,-0.487,0.820,-0.805,-0.808,-0.946,-0.499,0.457,81,81,80,79,1,2,,0.30,1.752e+02,1,3.07,9.485,2.640e-05,5,14,0,0.735,0.243,0.131,0.054,-119.40383000,69.37137600,47.28746400,18.20962000,113,8.70245e+05,6.59711e+02,10.676,NOT_AVAILABLE,81.6262465935,9.3394997615,323.0236922597,65.3125952948
0.074738,281.07687,47.23472,10186425,6350,4.17,1.2217,3.992,0.022,,3473.28,0.782,0.5404,0,281.07687,47.23472,281.0768981790,47.2347280571,0.012,0.011,90,281.0768934203,47.2348286893,,3531-1064-1,1635378410781933568,2119224068864145920,376278,2015.0,0.166,0.237,3.19,0.29,-0.775,0.813,24.152,0.732,-0.315,-0.343,-0.354,0.330,0.830,-0.494,-0.740,-0.603,-0.659,0.186,97,97,97,94,0,3,,0.36,1.859e+02,1,3.58,7.423,2.519e-05,5,14,0,0.146,0.171,0.288,0.168,-98.40196000,64.02879000,-11.61965500,-12.91125800,114,5.32971e+05,1.89470e+03,11.208,NOT_AVAILABLE,76.4193333494,20.7049131931,292.2207161493,69.8210467742
0.105452,282.66034,47.23601,10188940,5720,4.14,1.025,7.162,0.111,,9341.0,1.182,0.6626,0,282.66034,47.23601,282.6603830200,47.2360078031,0.017,0.015,-0,282.6604394580,47.2359681310,,3544-261-1,1635378410781933568,2107542857328902912,1772570,2015.0,0.121,0.244,4.97,0.26,9.197,1.027,-9.521,1.135,0.348,0.367,-0.552,-0.303,0.701,-0.666,-0.731,-0.860,-0.445,0.476,107,107,105,104,2,3,,0.34,1.462e+02,1,3.46,8.097,3.042e-05,5,15,0,0.375,0.317,0.058,0.176,-129.72755000,-87.26587000,20.67466500,0.10530116,123,4.60781e+05,3.49132e+02,11.366,NOT_AVAILABLE,76.7846143829,19.6858394820,295.2328754462,69.5686795358
0.201551,282.73343,47.20821,10189039,5858,4.01,1.0645,15.621,0.092,,5083.17,0.93,0.5577,0,282.73343,47.20821,282.7334946080,47.2082447577,0.013,0.010,90,282.7338574445,47.2084626830,,3544-96-1,1635378410781933568,2107541998335444224,1236921,2015.0,0.129,0.221,3.31,0.25,59.157,0.900,52.302,0.682,0.112,0.165,-0.474,-0.067,0.698,-0.568,-0.656,-0.796,-0.433,0.200,99,99,99,96,0,3,,0.33,1.081e+02,1,3.32,8.905,2.321e-05,5,14,0,0.234,0.299,0.132,0.122,-113.23614000,74.64635500,-3.49989400,5.67620330,113,3.84096e+05,1.39222e+02,11.564,NOT_AVAILABLE,76.7743191948,19.6297252761,295.3513441510,69.5295721931
0.110786,284.89499,47.27674,10193096,6428,4.44,1.2496,2.199,0.003,,8729.55,1.261,0.7114,0,284.89499,47.27674,284.8950279400,47.2767231343,0.018,0.014,90,284.8949900673,47.2766924973,,3545-2587-1,1635378410781933568,2131408719282868736,1686976,2015.0,0.245,0.308,1.26,0.33,-6.167,1.186,-7.353,0.936,-0.417,-0.327,-0.484,0.512,0.715,-0.145,-0.783,-0.473,-0.480,-0.324,71,71,71,67,0,4,,0.40,1.214e+02,1,3.98,5.870,3.551e-05,5,12,1,0.036,0.295,0.160,0.087,0.95241280,39.94299700,13.46314700,41.50717500,87,3.92147e+05,2.06173e+02,11.541,NOT_AVAILABLE,77.3677662910,18.2724741776,299.4134048520,69.1998656305
0.008760,286.70413,47.23292,10196605,6337,4.29,1.2172,2.173,0.004,,3091.84,0.931,0.5826,0,286.70413,47.23292,286.7041328250,47.2329185030,0.023,0.017,90,286.7040447376,47.2328717179,,3545-2834-1,1635378410781933568,2130658440035442944,887351,2015.0,0.245,0.384,2.34,0.42,-14.355,1.552,-11.228,1.152,0.064,0.160,-0.488,-0.019,0.547,-0.421,-0.670,-0.764,-0.304,0.003,114,114,113,105,1,9,,0.94,1.957e+02,1,9.19,1.119,2.922e-05,5,19,0,0.214,0.327,0.101,0.146,-109.31509400,62.40059700,6.57706450,26.33563200,147,2.51723e+05,1.22564e+02,12.022,NOT_AVAILABLE,77.7888783681,17.1111890323,302.6421521153,68.7871403233
0.062526,287.07837,47.21338,10197260,4944,3.83,0.8197,4.896,0.003,,91550.95,1.679,0.7774,0,287.07837,47.21338,287.0783687050,47.2133626539,0.021,0.014,90,287.0783708425,47.2133935203,,3546-903-1,1635378410781933568,2130666823811622144,443675,2015.0,0.211,0.304,1.62,0.37,0.348,1.371,7.408,0.926,0.159,0.167,-0.495,-0.071,0.705,-0.565,-0.637,-0.779,-0.380,0.094,132,132,132,120,0,12,,0.78,1.460e+02,1,7.65,1.621,2.623e-05,5,19,0,0.187,0.162,0.121,0.034,-108.91063000,52.67107400,5.52380560,-4.14796730,146,2.97604e+05,1.71489e+03,11.841,NOT_AVAILABLE,77.8688141230,16.8679529586,303.2895069561,68.6876561834
0.106828,292.05237,47.23444,10208303,6380,4.17,1.2324,8.073,0.03,,615.03,1.002,0.5699,0,292.05237,47.23444,292.0524110380,47.2344502040,0.036,0.014,90,292.0524106371,47.2344331061,,3547-2595-1,1635378410781933568,2128370768658915328,118241,2015.0,0.207,0.396,1.94,0.55,-0.065,2.385,-4.103,0.951,0.593,0.526,-0.530,-0.110,0.841,-0.800,-0.005,-0.935,0.310,-0.462,88,88,88,83,0,5,,0.69,2.035e+02,1,6.75,2.084,3.069e-05,5,13,0,0.303,0.059,0.605,0.127,-69.42454000,-82.96815000,41.66015600,7.81886430,105,3.32777e+05,1.26170e+02,11.719,NOT_AVAILABLE,79.2902310609,13.7810413847,311.7757283087,67.5015035961
0.124902,299.14368,47.29183,10230145,4882,4.43,0.8035,37.036,4.395,,1531.24,0.433,0.2616,0,299.14368,47.29183,299.1437277290,47.2918175203,0.018,0.012,90,299.1439569696,47.2917498544,,3562-1538-1,1635378410781933568,2085670238161212928,1654992,2015.0,0.163,0.239,7.90,0.30,37.317,1.218,-16.240,0.802,0.519,0.598,-0.671,-0.261,0.657,-0.656,-0.409,-0.877,-0.115,0.057,99,99,99,96,0,3,,0.46,2.655e+02,1,4.59,4.286,2.943e-05,5,15,0,0.402,0.282,0.164,0.208,-85.90143000,87.54909000,40.45139700,19.85702500,124,8.09896e+05,3.95632e+02,10.754,NOT_AVAILABLE,81.6174378253,9.5435732955,322.7457054607,65.4809019012
0.065702,283.32996,47.39565,10256595,6224,4.29,1.1786,1.727,0.008,,790.98,0.45,0.3032,0,283.32996,47.39565,283.3299868200,47.3956481378,0.014,0.009,90,283.3300105456,47.3956589336,,3544-2081-1,1635378410781933568,2107627038687925376,1481574,2015.0,0.151,0.212,0.79,0.25,3.855,0.904,2.591,0.631,0.105,0.157,-0.516,-0.030,0.668,-0.490,-0.733,-0.767,-0.425,0.108,115,115,114,113,1,2,,0.33,2.645e+02,1,3.40,8.332,2.694e-05,5,16,0,0.154,0.214,0.095,0.109,-158.49773000,48.75944500,-3.33113810,37.34281000,129,6.10891e+05,1.21142e+03,11.060,NOT_AVAILABLE,77.1032680315,19.3098962430,296.6083249248,69.6066065857
0.063699,294.43701,47.36892,10280708,6385,4.18,1.2341,1.725,0.003,,3783.94,1.04,0.631,0,294.43701,47.36892,294.4369840730,47.3689178235,0.016,0.011,90,294.4370122078,47.3689425552,,3560-1201-1,1635378410781933568,2128595928020507648,409438,2015.0,0.184,0.242,2.35,0.29,4.573,1.051,5.936,0.760,0.115,0.295,-0.616,0.024,0.665,-0.450,-0.649,-0.776,-0.282,-0.061,110,110,110,101,0,9,,0.47,2.059e+02,1,4.65,4.454,3.032e-05,5,17,0,0.188,0.276,0.095,0.033,-154.04002000,51.63204600,-0.66279495,-40.30560300,134,4.23291e+05,2.48934e+02,11.458,NOT_AVAILABLE,80.1423245116,12.3867510321,315.7371957587,66.9684233956
0.128089,296.80743,47.37565,10287668,6273,4.24,1.1951,6.529,1.466,,583.29,0.365,0.2997,0,296.80743,47.37565,296.8074514670,47.3756175249,0.025,0.015,90,296.8074362486,47.3756000471,,3561-2089-1,1635378410781933568,2080569260119171456,1138221,2015.0,0.236,0.344,0.52,0.45,-2.473,1.692,-4.195,0.968,0.397,0.467,-0.621,-0.072,0.788,-0.675,-0.371,-0.850,-0.109,-0.153,110,110,110,96,0,14,,0.80,2.654e+02,1,7.85,1.502,2.320e-05,5,17,0,0.201,0.160,0.184,0.120,-89.54577000,53.72944000,35.26406000,3.87859080,124,1.94077e+05,6.82064e+01,12.305,NOT_AVAILABLE,80.9073856795,10.9670287107,319.3912283875,66.2785082845
0.179657,297.47162,47.39994,10290021,5942,3.88,1.0894,12.536,2.686,,433.44,0.611,0.4519,0,297.47162,47.39994,297.4716921290,47.3999296627,0.018,0.012,90,297.4718275581,47.3999611844,,3561-1799-1,1635378410781933568,2086375506147576576,354725,2015.0,0.155,0.230,3.35,0.29,22.001,1.231,7.565,0.779,-0.038,0.073,-0.484,0.226,0.844,-0.494,-0.456,-0.666,-0.263,-0.279,90,90,87,89,3,1,,0.36,2.089e+02,1,3.64,7.196,2.881e-05,5,15,0,0.343,0.264,0.232,0.260,-100.49150000,32.40386200,24.60464300,-7.67214540,115,1.82543e+06,4.92059e+03,9.871,NOT_AVAILABLE,81.1483571920,10.5837687213,320.4136417022,66.0981099527
