# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Wed Sep 14 22:16:54 CEST 2016
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# Warning: you choose not to include the TP-AGB phase!
# Photometric system: Gaia's G, G_BP and G_RP (Vegamags)
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.01520	Y = 0.27554	[M/H] = 0.015	eta_R = 0.200	Age = 	4.0000e+09 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    G       G_BP    G_RP	int_IMF	stage
	0.015200	9.6021	0.09000000	0.0900	-3.4241	3.3622	5.2174	13.330	16.136	20.206	14.463	1.46765435	1
	0.015200	9.6021	0.10000000	0.1000	-3.2416	3.3881	5.1840	12.874	15.323	18.850	13.723	1.57040203	1
	0.015200	9.6021	0.12000000	0.1200	-2.9772	3.4229	5.1378	12.213	14.177	16.976	12.679	1.74782515	1
	0.015200	9.6021	0.14000000	0.1400	-2.7936	3.4431	5.1022	11.754	13.451	15.872	12.011	1.89584959	1
	0.015200	9.6021	0.16000000	0.1600	-2.6526	3.4567	5.0734	11.401	12.930	15.114	11.533	2.02115250	1
	0.015200	9.6021	0.19718757	0.1972	-2.4501	3.4742	5.0319	10.895	12.223	14.131	10.884	2.20941353	1
	0.015200	9.6021	0.20000000	0.2000	-2.4364	3.4754	5.0291	10.861	12.175	14.066	10.840	2.22178221	1
	0.015200	9.6021	0.25000000	0.2500	-2.2309	3.4918	4.9862	10.347	11.487	13.147	10.211	2.40809011	1
	0.015200	9.6021	0.30000001	0.3000	-2.0710	3.5027	4.9487	9.947	10.991	12.532	9.751	2.54750419	1
	0.015200	9.6021	0.32472587	0.3247	-1.9911	3.5071	4.9209	9.748	10.755	12.251	9.529	2.60421014	1
	0.015200	9.6021	0.34999999	0.3500	-1.9138	3.5112	4.8928	9.554	10.528	11.984	9.316	2.65552020	1
	0.015200	9.6021	0.40000001	0.4000	-1.7716	3.5225	4.8535	9.199	10.087	11.444	8.910	2.74133730	1
	0.015200	9.6021	0.44999999	0.4500	-1.6221	3.5345	4.8031	8.825	9.632	10.898	8.491	2.81098008	1
	0.015200	9.6021	0.50000000	0.5000	-1.4668	3.5492	4.7526	8.437	9.151	10.318	8.053	2.86847806	1
	0.015200	9.6021	0.50312263	0.5031	-1.4560	3.5504	4.7495	8.410	9.116	10.275	8.022	2.87174082	1
	0.015200	9.6021	0.55000001	0.5500	-1.3010	3.5683	4.7044	8.022	8.618	9.667	7.579	2.91663504	1
	0.015200	9.6021	0.60000002	0.6000	-1.1353	3.5918	4.6705	7.608	8.069	8.995	7.103	2.95739889	1
	0.015200	9.6021	0.64999998	0.6500	-0.9686	3.6199	4.6512	7.191	7.513	8.314	6.629	2.99236870	1
	0.015200	9.6021	0.69999999	0.7000	-0.8081	3.6490	4.6393	6.790	6.968	7.638	6.177	3.02253795	1
	0.015200	9.6021	0.70549041	0.7054	-0.7907	3.6523	4.6384	6.747	6.909	7.565	6.129	3.02559805	1
	0.015200	9.6021	0.75000000	0.7499	-0.6540	3.6778	4.6304	6.405	6.458	7.017	5.755	3.04879928	1
	0.015200	9.6021	0.79932451	0.7992	-0.5152	3.6991	4.6041	6.058	6.044	6.537	5.398	3.07157779	1
	0.015200	9.6021	0.80000001	0.7999	-0.5133	3.6993	4.6037	6.053	6.039	6.530	5.393	3.07187057	1
	0.015200	9.6021	0.81136131	0.8113	-0.4819	3.7040	4.5971	5.975	5.948	6.427	5.314	3.07672095	1
	0.015200	9.6021	0.85000002	0.8499	-0.3772	3.7194	4.5740	5.713	5.651	6.089	5.054	3.09222293	1
	0.015200	9.6021	0.86158884	0.8615	-0.3462	3.7236	4.5660	5.636	5.565	5.994	4.978	3.09659481	1
	0.015200	9.6021	0.89999998	0.8999	-0.2450	3.7374	4.5388	5.383	5.289	5.685	4.733	3.11026096	1
